film_id,nat_title,character_id,person_id,ch_age,ch_gender,ch_sexuality,ch_porigin,ch_class,ch_profession,ch_ability,,,,,,,,,,,,,,,
IT2020_010,Lacci,IT2020_010_01,Laura Morante,,,,,,,,,,,,,,,,,,,,,,
IT2020_010,Lacci,IT2020_010_02,Silvio Orlando,,,,,,,,,,,,,,,,,,,,,,
IT2020_011,Waiting for the Barbarians,IT2020_011_01,Mark Rylance,,,,,,,,,,,,,,,,,,,,,,
IT2020_011,Waiting for the Barbarians,IT2020_011_02,Johnny Depp,,,,,,,,,,,,,,,,,,,,,,
IT2020_012,Le sorelle Macaluso,IT2020_012_01,Maria Rosaria Alati,,,,,,,,,,,,,,,,,,,,,,
IT2020_012,Le sorelle Macaluso,IT2020_012_02,Ileana Riganò,,,,,,,,,,,,,,,,,,,,,,
IT2020_012,Le sorelle Macaluso,IT2020_012_03,Rosalba Bologna,,,,,,,,,,,,,,,,,,,,,,
IT2020_014,Non odiare,IT2020_014_01,Alessandro Gassman,,,,,,,,,,,,,,,,,,,,,,
IT2020_015,Lasciami andare,IT2020_015_01,Valeria Golino,,,,,,,,,,,,,,,,,,,,,,
IT2020_016,Lockdown all'italiana,IT2020_016_01,Ezio Greggio,,,,,,,,,,,,,,,,,,,,,,
IT2020_017,Burraco fatale,IT2020_017_01,Angela Finocchiaro,,,,,,,,,,,,,,,,,,,,,,
IT2020_020,I predatori,IT2020_020_01,Massimo Popolizio,,,,,,,,,,,,,,,,,,,,,,
IT2020_021,Mai per sempre,IT2020_021_01,Cristina Donadio,,,,,,,,,,,,,,,,,,,,,,
IT2020_023,Villetta con ospiti,IT2020_023_01,Marco Giallini,,,,,,,,,,,,,,,,,,,,,,
IT2020_024,Lontano lontano,IT2020_024_01,Gianni Di Gregorio,,,,,,,,,,,,,,,,,,,,,,
IT2020_024,Lontano lontano,IT2020_024_02,Ennio Fantastichini,,,,,,,,,,,,,,,,,,,,,,
IT2020_024,Lontano lontano,IT2020_024_03,Giorgio Colangeli,,,,,,,,,,,,,,,,,,,,,,
IT2020_025,Creators: The Past,IT2020_025_01,Gerard Depardieu,,,,,,,,,,,,,,,,,,,,,,
IT2020_025,Creators: The Past,IT2020_025_02,William Shatner,,,,,,,,,,,,,,,,,,,,,,
IT2020_025,Creators: The Past,IT2020_025_03,Bruce Payne,,,,,,,,,,,,,,,,,,,,,,
IT2020_025,Creators: The Past,IT2020_025_04,Marc Fiorini,,,,,,,,,,,,,,,,,,,,,,
IT2020_029,Assandira,IT2020_029_01,Gavino Ledda,,,,,,,,,,,,,,,,,,,,,,
IT2020_031,Picciridda - Con i piedi nella sabbia,IT2020_031_01,Lucia Sardo,,,,,,,,,,,,,,,,,,,,,,
IT2020_032,Ammen,IT2020_032_01,Maurizio Mattioli,,,,,,,,,,,,,,,,,,,,,,
IT2020_032,Ammen,IT2020_032_02,Davide Marotta,,,,,,,,,,,,,,,,,,,,,,
IT2020_034,L'agnello,IT2020_034_01,Luciano Curreli,,,,,,,,,,,,,,,,,,,,,,
IT2020_035,Siberia,IT2020_035_01,Willem Dafoe,,,,,,,,,,,,,,,,,,,,,,
IT2020_039,Palazzo di giustizia,IT2020_039_01,Nicola Rignanese,,,,,,,,,,,,,,,,,,,,,,
IT2020_040,Il Drago di Romagna,IT2020_040_01,Dilva Ragazzini,,,,,,,,,,,,,,,,,,,,,,
IT2020_041,Il Ladro di Cardellini,IT2020_041_01,Nando Paone,,,,,,,,,,,,,,,,,,,,,,
IT2020_042,Sulle mie spalle,IT2020_042_01,Paolo De Vita,,,,,,,,,,,,,,,,,,,,,,
IT2020_043,La volta buona,IT2020_043_01,Massimo Ghini,,,,,,,,,,,,,,,,,,,,,,
IT2020_045,La vacanza,IT2020_045_01,Catherine Spaak,,,,,,,,,,,,,,,,,,,,,,
IT2020_047,Buio,IT2020_047_01,Valerio Binasco,,,,,,,,,,,,,,,,,,,,,,
IT2020_050,La partita,IT2020_050_01,Francesco Pannofino,,,,,,,,,,,,,,,,,,,,,,
IT2020_050,La partita,IT2020_050_02,Alberto Di Stasio,,,,,,,,,,,,,,,,,,,,,,
IT2020_051,Nour,IT2020_051_01,Sergio Castellitto,,,,,,,,,,,,,,,,,,,,,,
IT2020_052,La Val che urla,IT2020_052_01,Piergiorgio Piccoli,,,,,,,,,,,,,,,,,,,,,,
IT2020_058,D.N.A.: Decisamente non adatti,IT2020_058_01,Claudio Greg Gregori,,,,,,,,,,,,,,,,,,,,,,
IT2020_058,D.N.A.: Decisamente non adatti,IT2020_058_02,Pasquale Lillo Petrolo,,,,,,,,,,,,,,,,,,,,,,
IT2020_060,Al Dio ignoto,IT2020_060_01,Paolo Bonacelli,,,,,,,,,,,,,,,,,,,,,,
IT2020_061,Una storia d'arte,IT2020_061_01,Loretta Micheloni ,,,,,,,,,,,,,,,,,,,,,,
IT2020_063,Un eretico in corsia - a heretic in the ward,IT2020_063_01,Ciro Scalera,,,,,,,,,,,,,,,,,,,,,,
IT2020_064,Lui è mio padre,IT2020_064_01,Gianni Parisi,,,,,,,,,,,,,,,,,,,,,,
IT2020_064,Lui è mio padre,IT2020_064_02,Tony Sperandeo,,,,,,,,,,,,,,,,,,,,,,
IT2020_064,Lui è mio padre,IT2020_064_03,Giacomo Rizzo,,,,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,IT2020_067_01,Christian De Sica,,,,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,IT2020_067_02,Massimo Ghini,,,,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,IT2020_067_03,Angela Finocchiaro,,,,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,IT2020_067_04,Paolo Rossi,,,,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,IT2020_067_05,Diego Abatantuono,,,,,,,,,,,,,,,,,,,,,,
IT2020_069,La vita davanti a sé,IT2020_069_01,Sofia Loren ,,,,,,,,,,,,,,,,,,,,,,
IT2020_070,Last words,IT2020_070_01,Charlotte Rampling,,,,,,,,,,,,,,,,,,,,,,
IT2020_070,Last words,IT2020_070_02, Nick Nolte,,,,,,,,,,,,,,,,,,,,,,
IT2020_070,Last words,IT2020_070_03,Stellan Skarsgård ,,,,,,,,,,,,,,,,,,,,,,
IT2020_071,È per il tuo bene,IT2020_071_01,Marco Giallini,,,,,,,,,,,,,,,,,,,,,,
IT2020_071,È per il tuo bene,IT2020_071_02,Isabella Ferrari,,,,,,,,,,,,,,,,,,,,,,
IT2020_071,È per il tuo bene,IT2020_071_03,Vincenzo Salemme,,,,,,,,,,,,,,,,,,,,,,
ES2019_013,O que arde,ES2019_013_01,Benedicta Sánchez,4,F,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
ES2019_016,La hija de un ladrón,ES2019_016_01,Eduard Fernández,2,M,HE,WWE,LM,SE,AB,,,,,,,,,,,,,,,
ES2019_017,El hoyo,ES2019_017_01,Antonia San Juan,,,,,,,,,,,,,,,,,,,,,,
ES2019_017,El hoyo,ES2019_017_02,Zorion Eguileor,,,,,,,,,,,,,,,,,,,,,,
ES2019_018,El crack cero,ES2019_018_01,Luisa Gavasa,3,F,,WWE,LM,EM,,,,,,,,,,,,,,,,
ES2019_018,El crack cero,ES2019_018_02,Ramón Langa,3,M,,WWE,UC,SE,AB,,,,,,,,,,,,,,,
ES2019_018,El crack cero,ES2019_018_03,Pedro Casablanc,2,M,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2019_019,Abuelos,ES2019_019_01,Carlos Iglesias,3,M,HE,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2019_019,Abuelos,ES2019_019_02,Roberto Álvarez,3,M,HE,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2019_019,Abuelos,ES2019_019_03,Ramón Barea,3,M,HE,WWE,LM,UN,AB,,,,,,,,,,,,,,,
ES2019_019,Abuelos,ES2019_019_04,Mercedes Sampietro,3,F,HE,WWE,MC,,AB,,,,,,,,,,,,,,,
ES2019_020,4 latas,ES2019_020_01,Jean Reno,3,M,HE,WWE,UM,SE,AB,,,,,,,,,,,,,,,
ES2019_020,4 latas,ES2019_020_02,Enrique San Francisco,3,M,HE,WWE,LC,UN,CI,,,,,,,,,,,,,,,
ES2019_021,Vivir dos veces,ES2019_021_01,Oscar Martínez,3,M,HE,WWE,UM,RE,PD,,,,,,,,,,,,,,,
ES2019_022,El silencio del pantano,ES2019_022_01,Carmina Barrios,3,M,HE,,UM,SE,AB,ROM,,,,,,,,,,,,,,
ES2019_022,El silencio del pantano,ES2019_022_02,José Ángel Egido,3,F,,WWE,UM,EM,AB,,,,,,,,,,,,,,,
ES2019_023,Remember me,ES2019_023_01,Bruce Dern,4,M,HE,WNA,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_023,Remember me,ES2019_023_02,Caroline Silhol,4,F,HE,WNA,MC,RE,PD,,,,,,,,,,,,,,,
ES2019_023,Remember me,ES2019_023_03,Brian Cox,4,M,,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_023,Remember me,ES2019_023_04,Verónica Forqué,3,F,,WWE,MC,EM,AB,,,,,,,,,,,,,,,
ES2019_024,Salir del ropero,ES2019_024_01,Verónica Forqué,3,F,HO,WWE,MC,RE,AB,,,,,,,,,,,,,,,
ES2019_024,Salir del ropero,ES2019_024_02,Rosa Maria Sardà,4,F,HO,WWE,MC,RE,AB,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
