film_id,nat_title,film_country,prod_share,,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,NL,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_023,Los que buscamos,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown's planet,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_027,"Gustau, La Transicio Al Descobert",ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_031,Piel de barro,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,CU,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_036,Wan Xia,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_037,The Man Who Wanted to See It All,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,AR,MIN,,,,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,ES,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,AE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,AE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_022,Dracula on Holiday,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody's Talking About Jamie,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody's Talking About Jamie,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_028,Red Mist,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_029,Almost Liverpool 8,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_031,Twist,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_031,Twist,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,IL,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,RS,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,EE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_037,Men Who Sing,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_037,Men Who Sing,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_038,The War Below,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_038,The War Below,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_039,Janine Jansen Falling for Stradivari,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_040,Misha and the Wolves,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_040,Misha and the Wolves,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_041,Bull,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_043,Shepherd,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_044,Arsène Wenger: Invincible,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_044,Arsène Wenger: Invincible,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_046,Rebel Dykes,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_047,Rare Beasts,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,GB,MAJ,,,,,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,US,MIN,,,,,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,AU,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,LU,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,CZ,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,HR,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,CH,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_001,,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_002,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_003,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_004,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_005,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_006,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_007,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_008,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_009,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_010,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_010,,US,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_011,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_012,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_012,,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_013,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_014,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_015,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_015,,US,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_016,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_016,,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2021_017,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2021_018,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_001,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_002,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_002,,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_002,,RS,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_003,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_004,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_004,,BG,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_004,,RS,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_005,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_006,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_007,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_008,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_009,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_010,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_011,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_012,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_013,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_014,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_015,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_016,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_016,,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_016,,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_017,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_017,,HU,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_018,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_019,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_020,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_020,,CZ,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_021,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_021,,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_022,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_023,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_023,,CZ,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_023,,LV,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_024,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_025,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_026,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_026,,BG,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_027,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_027,,BG,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_027,,SE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_027,,DE,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_028,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_029,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_029,,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_030,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_031,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_031,,HU,MIN,,,,,,,,,,,,,,,,,,,,,,
RO2022_032,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_033,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_034,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_035,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_036,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_037,,RO,MAJ,,,,,,,,,,,,,,,,,,,,,,
RO2022_037,,SK,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_001,Weissbier im Blut,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_002,Die Vergesslichkeit der Eichhörnchen ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_003,Home,NL,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_004,Herr Bachmann und seine Klasse ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter ,IT,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter ,GR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_006,Walchensee Forever,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_007,Sommer-Rebellen,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_007,Sommer-Rebellen,SK,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_008,Mein Sohn,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_010,Szenen meiner Ehe,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_011,Kids Run,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,US,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_016,Shorty und das Geheimnis des Zauberriffs,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_017,Im Feuer,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_017,Im Feuer,GR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_019,Wir alle. Das Dorf,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_021,Glück,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville,BE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_024,Ostwind - Der große Orkan,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_027,Kultourhelden,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_028,Look Me Over: Liberace,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_029,Kunst kommt aus dem Schnabel wie er gewachsen ist,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_031,Neubau,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_032,Wem gehört mein Dorf?,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_034,König der Raben,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_035,Coup,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_037,Tides,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_037,Tides,CH,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_039,Mary Bauermeister - eins und eins ist drei,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_041,1986,BY,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_044,Ein Nasser Hund,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_045,Ivie wie Ivie,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_046,Je Suis Karl,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_046,Je Suis Karl,CZ,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_047,Gender Crisis,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_048,The Royal Game,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,NO,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_051,Nö,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_052,Die Pfefferkörner und der Schatz der Tiefsee,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_055,Das Haus,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_057,Uta,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere,AT,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_059,Endlich Tacheles,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_060,"Es ist nur eine Phase, Hase",DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_061,Eine einsame Stadt,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_062,Genderation,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_064,Contra,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2,GB,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_066,Paris - Kein Tag ohne dich,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_069,Windstill,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_071,Tagundnachtgleiche,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_072,Baden gegen Württemberg,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_073,Bilder (m)einer Mutter,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_074,Hannes,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_075,A Pure Place,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_075,A Pure Place,GR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_076,Plan A,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2021_076,Plan A,IL,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2021_077,Zeros and Ones,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_001,Wunderschön ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_002,Das Mädchen mit den goldenen Hände,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_003,Bettina,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_003,Bettina,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_004,Alles in bester Ordnung ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_005,Heikos Welt,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_006,A E I O U - Das schnelle Alphabet der Liebe,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_006,A E I O U - Das schnelle Alphabet der Liebe,FR,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2022_007,Freibad,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_008,Alle reden übers Wetter ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_009,      Mittagsstunde,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_010,Mutter,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_011,Der Nachname ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_012,Wer gräbt den Bestatter ein?,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_013,Die stillen Trabanten,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_001,Niemand ist bei den Kälbern,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_002,Schattenstunde,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_003,Wunderschön ,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_004,Träume sind wie wilde Tiger,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_005,Der Boandlkramer und die ewige Liebe,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_006,Trübe Wolken,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_007,Das Mädchen mit den goldenen Hände,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_008,Der Pfad,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_008,Der Pfad,ES,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2022_009,Europe,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_009,Europe,BE,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2022_010,Vatersland,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_011,Die Häschenschule - Der große Eierklau,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_012,JGA: Jasmin. Gina. Anna.,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_013,Trümmermädchen,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_014,Moonbound,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_014,Moonbound,AT,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2022_015,Im Nachtlicht,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_016,Son of Cornwall,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_017,Eingeschlossene Gesellschaft,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_018,Geschichten vom Franz,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_018,Geschichten vom Franz,AT,MIN,,,,,,,,,,,,,,,,,,,,,,
DE2022_019,Go Heal Yourself,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_020,Köy,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_021,Das Glaszimmer,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
DE2022_022,Die Saat,DE,MAJ,,,,,,,,,,,,,,,,,,,,,,
